ASPM : City Pair Analysis : All Flights Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
From 4/1/2024 To 6/28/2024 Days Omitted ; Departure=DFW : Use Flight Plan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Departure,Arrival,Date,Departure Hour,Flight Count,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,EDCT,EDCT>0,Gate Departure Delay,Taxi Out Delay,Average Taxi Out Time,Airport Departure Delay,Airborne Delay,Taxi In Delay,Block Delay,Gate Arrival Delay
DFW,PDX,5/16/24,10,1,0,0,0,0,0,39,20.4,31,59,0,3.6,8,47
DFW,PDX,5/16/24,14,2,0,0,0,0,0,68,8.2,19,75,1.5,2.8,9.5,75.5
DFW,PDX,5/16/24,17,1,100,0,100,0,0,9,7.4,18,16,0,0.6,0,7
DFW,PDX,5/16/24,18,1,0,0,0,0,0,52,7.4,18,59,2,0,0,52
DFW,PDX,5/16/24,20,1,0,0,0,0,0,19,6.4,17,25,0,4.6,5,24
DFW,PDX,5/17/24,7,1,100,100,100,0,0,1,5.7,21,7,0,0.2,6,7
DFW,PDX,5/17/24,9,1,100,100,100,0,0,0,16.4,27,13,0,0,0,0
DFW,PDX,5/17/24,10,2,100,0,50,0,0,13,12.05,25,25,0,0.8,7,14.5
DFW,PDX,5/17/24,16,1,100,100,100,0,0,0,0,15,0,0,9.2,2,0
DFW,PDX,5/17/24,17,2,50,50,50,0,0,105,6.4,17,108,0,3.6,56.5,100
DFW,PDX,5/17/24,18,1,0,0,0,0,0,46,21.4,32,67,0,2.6,14,60
DFW,PDX,5/17/24,20,1,0,0,0,0,0,61,4.4,15,65,1,1.6,0,58
DFW,PDX,5/20/24,7,1,100,100,100,0,0,6,5.7,21,12,0,1.2,5,11
DFW,PDX,5/20/24,9,1,100,100,100,0,0,4,7.4,18,11,2,0.6,0,0
DFW,PDX,5/20/24,10,1,100,0,100,0,0,13,5.4,16,18,1,0.6,0,8
DFW,PDX,5/20/24,16,1,100,100,100,0,0,1,1.7,17,3,0,1.2,0,0
DFW,PDX,5/20/24,17,1,100,0,100,0,0,10,7.4,18,17,4,1.6,4,14
DFW,PDX,5/20/24,18,1,100,100,100,0,0,2,2.4,13,4,4,1.6,0,0
DFW,PDX,5/20/24,20,1,100,100,100,0,0,7,0,9,5,5,1.6,0,1
DFW,PDX,5/21/24,7,1,100,100,100,0,0,0,8.7,24,3,0,2.2,15,9
DFW,PDX,5/21/24,9,1,100,100,100,0,0,0,16.4,27,13,0,2.6,4,1
DFW,PDX,5/21/24,10,1,100,100,100,0,0,0,10.4,21,7,2,1.6,4,1
DFW,PDX,5/21/24,14,1,100,100,100,0,0,0,0,9,0,2,2.6,2,2
DFW,PDX,5/21/24,15,1,100,100,100,0,0,0,6.4,19,0,20,3.6,25,13
DFW,PDX,5/21/24,16,1,0,0,0,0,0,32,10.7,26,43,7,0.2,23,55
DFW,PDX,5/21/24,17,1,100,100,100,0,0,0,5.4,16,1,0,0.6,0,0
DFW,PDX,5/21/24,18,1,100,100,100,0,0,7,5.4,16,12,3,1.6,0,4
DFW,PDX,5/21/24,20,1,0,0,0,0,0,15,8.4,19,23,3,1.6,6,21
DFW,PDX,5/22/24,7,1,100,100,0,0,0,0,5.7,21,3,1,1.2,22,19
DFW,PDX,5/22/24,9,1,100,100,100,0,0,0,9.4,20,5,9,0.6,3,0
DFW,PDX,5/22/24,10,1,0,0,0,0,0,29,22.4,33,51,50,1.6,61,90
DFW,PDX,5/22/24,14,1,0,0,0,0,0,73,2.6,14,76,1,1.6,5,78
DFW,PDX,5/22/24,16,1,100,100,100,0,0,2,9.7,25,12,0,1.2,10,12
DFW,PDX,5/22/24,18,1,0,0,0,0,0,38,3.4,14,41,0,0.6,0,35
DFW,PDX,5/22/24,20,1,100,100,100,0,0,0,8.4,19,5,5,2.6,11,8
DFW,PDX,5/23/24,9,1,100,0,100,0,0,0,22.4,33,17,2,0.6,7,2
DFW,PDX,5/23/24,10,1,100,100,100,0,0,0,17.4,28,13,4,1.6,10,6
DFW,PDX,5/23/24,14,2,100,100,50,0,0,0,9,21,7.5,0.5,13.1,19,20.5
DFW,PDX,5/23/24,16,1,100,100,100,0,0,0,7.7,23,0,8,0.2,15,0
DFW,PDX,5/23/24,17,1,0,0,0,0,0,39,5.4,16,44,5,1.6,3,42
DFW,PDX,5/23/24,18,1,100,0,100,0,0,6,15.4,26,21,0,1.6,8,14
DFW,PDX,5/23/24,20,1,100,100,100,0,0,0,20.4,31,0,0,2.6,19,0
DFW,PDX,5/23/24,22,1,0,0,0,0,0,28,12.4,23,40,2,0.6,7,35
DFW,PDX,5/24/24,7,1,100,100,0,0,0,4,0.7,16,5,7,0.2,18,22
DFW,PDX,5/24/24,9,1,100,100,100,0,0,0,12.4,23,9,0,1.6,0,0
DFW,PDX,5/24/24,10,1,100,100,100,0,0,0,3.4,14,0,4,0.6,0,0
DFW,PDX,5/24/24,16,1,100,0,0,0,0,0,25.7,41,18,15,0.2,40,32
DFW,PDX,5/24/24,17,1,100,100,100,0,0,0,7.4,18,0,0,0.6,4,0
DFW,PDX,5/24/24,18,1,0,0,0,0,0,24,7.4,18,31,11,0.6,5,29
DFW,PDX,5/24/24,20,1,0,0,0,0,0,68,2.4,13,70,0,0,0,60
DFW,PDX,5/27/24,7,1,100,100,100,0,0,0,8.7,24,1,4,0,11,3
DFW,PDX,5/27/24,9,1,100,100,100,0,0,10,3.4,14,13,0,0,0,0
DFW,PDX,5/27/24,10,1,0,0,0,0,0,76,6.4,17,82,0,0.6,0,68
DFW,PDX,5/27/24,16,1,100,100,100,0,0,6,6.7,22,13,0,0.2,0,3
DFW,PDX,5/27/24,17,1,100,0,0,0,0,5,31.4,42,36,1,0,17,22
DFW,PDX,5/27/24,18,1,0,0,0,0,0,100,36.4,47,136,0,3.6,27,127
DFW,PDX,5/27/24,20,1,0,0,0,0,0,31,10.4,21,41,0,0.6,4,35
DFW,PDX,5/28/24,7,1,0,0,0,0,0,18,3.7,19,22,0,1.2,0,17
DFW,PDX,5/28/24,9,1,100,0,0,0,0,11,16.4,27,27,15,1.6,4,15
DFW,PDX,5/28/24,15,1,0,0,0,0,0,31,10.4,23,41,21,11.6,17,48
DFW,PDX,5/28/24,16,1,0,0,0,0,0,109,7.7,23,117,0,0.2,3,112
DFW,PDX,5/29/24,7,1,100,100,0,0,0,1,9.7,25,11,0,1.2,15,16
DFW,PDX,5/29/24,9,1,100,100,100,0,0,0,7.4,18,0,0,0.6,0,0
DFW,PDX,5/29/24,10,1,100,100,100,0,0,1,4.4,15,5,8,0,0,0
DFW,PDX,5/29/24,14,1,100,100,100,0,0,0,0,11,0,0,0.6,8,0
DFW,PDX,5/29/24,16,1,100,100,100,0,0,0,9.7,25,6,0,0.2,4,0
DFW,PDX,5/29/24,18,1,0,0,0,0,0,70,8.4,19,78,4,1.6,4,74
DFW,PDX,5/29/24,20,1,0,0,0,0,0,41,4.4,15,45,0,0,0,36
DFW,PDX,5/30/24,7,1,100,100,100,0,0,0,3.7,19,0,11,0,13,0
DFW,PDX,5/30/24,9,1,0,0,0,0,0,50,22.4,33,72,11,0.6,41,91
DFW,PDX,5/30/24,10,1,0,0,0,0,0,30,47.4,58,77,0,0.6,48,78
DFW,PDX,5/30/24,14,1,0,0,0,0,0,124,0,9,122,0,0,0,98
DFW,PDX,5/30/24,16,1,100,100,100,0,0,0,5.7,21,0,0,7.2,14,8
DFW,PDX,5/30/24,17,1,0,0,0,0,0,70,4.4,15,74,11,1.6,11,81
DFW,PDX,5/31/24,7,1,100,100,0,0,0,10,3.7,19,14,0,3.2,10,20
DFW,PDX,5/31/24,9,1,0,0,0,0,0,75,11.4,22,86,6,0.6,0,71
DFW,PDX,5/31/24,10,1,0,0,0,0,0,184,5.4,16,189,11,0.6,0,178
DFW,PDX,5/31/24,16,1,100,100,100,0,0,0,8.7,24,9,0,0.2,5,5
DFW,PDX,5/31/24,17,1,0,0,0,0,0,45,4.4,15,49,3,0.6,0,45
DFW,PDX,5/31/24,18,1,100,100,0,0,0,0,9.4,20,9,18,2.6,17,17
DFW,PDX,6/3/24,7,1,100,100,100,0,0,3,5.8,22,9,0,3.5,11,14
DFW,PDX,6/3/24,9,1,100,100,100,0,0,7,1.5,12,9,9,0,0,2
DFW,PDX,6/3/24,10,1,100,100,100,0,0,0,6.5,17,5,9,14.8,15,13
DFW,PDX,6/3/24,16,1,100,0,0,0,0,7,59.8,76,67,0,1.5,61,68
DFW,PDX,6/3/24,17,1,100,0,0,0,0,0,67.5,78,68,2,0,61,61
DFW,PDX,6/3/24,18,1,100,100,100,0,0,8,5.5,16,14,2,0,1,9
DFW,PDX,6/3/24,20,1,100,100,100,0,0,0,24.5,35,0,0,1.8,24,0
DFW,PDX,6/4/24,7,1,100,100,0,0,0,4,5.8,22,10,6,0.5,22,26
DFW,PDX,6/4/24,9,1,100,0,0,0,0,0,25.5,36,25,0,0.8,25,24
DFW,PDX,6/4/24,10,1,100,0,0,0,0,10,18.5,29,29,2,2.8,13,23
DFW,PDX,6/4/24,14,1,100,100,100,0,0,0,2.6,14,0,0,1.6,3,0
DFW,PDX,6/4/24,15,1,100,100,100,0,0,0,12.6,26,3,0,0.6,14,4
DFW,PDX,6/4/24,16,1,100,100,100,0,0,0,5.8,22,1,3,0.5,16,11
DFW,PDX,6/4/24,17,1,0,0,0,0,0,15,31.5,42,47,4,0.8,23,38
DFW,PDX,6/4/24,18,1,0,0,0,0,0,19,16.5,27,36,0,2.8,15,34
DFW,PDX,6/4/24,20,1,0,0,0,0,0,49,5.5,16,55,3,0,0,46
DFW,PDX,6/5/24,7,1,100,0,0,0,0,5,15.8,32,21,0,0,11,16
DFW,PDX,6/5/24,8,1,0,0,0,0,0,32,12.5,23,45,22,0,6,38
DFW,PDX,6/5/24,10,1,0,0,0,0,0,35,18.5,29,54,0,0,0,18
DFW,PDX,6/5/24,14,1,100,100,100,0,0,3,4.6,16,8,0,0,3,6
DFW,PDX,6/5/24,16,2,0,0,0,0,0,27,5.65,19,33,0,0.25,0,19
DFW,PDX,6/5/24,18,1,0,0,0,0,0,48,18.5,29,67,0,0.8,1,49
DFW,PDX,6/5/24,21,1,0,0,0,0,0,80,5.5,16,86,0,0,0,64
DFW,PDX,6/5/24,22,1,100,0,100,0,0,8,9.5,20,18,0,0,0,0
DFW,PDX,6/6/24,7,1,0,0,0,0,0,28,4.8,21,33,0,0.5,0,28
DFW,PDX,6/6/24,8,1,0,0,100,0,0,22,15.5,26,38,2,2.8,0,12
DFW,PDX,6/6/24,10,1,0,0,100,0,0,25,8.5,19,34,0,0.8,0,0
DFW,PDX,6/6/24,14,2,100,100,100,0,0,4,1.8,13.5,3.5,0,7.3,6,3
DFW,PDX,6/6/24,16,2,50,50,50,0,0,59.5,9.65,23,69.5,5,0.25,3,57.5
DFW,PDX,6/6/24,18,1,0,0,0,0,0,27,14.5,25,42,0,0,0,20
DFW,PDX,6/6/24,21,1,0,0,0,0,0,60,3.5,14,64,0,0,0,45
DFW,PDX,6/6/24,22,1,100,100,100,0,0,0,4.5,15,2,0,0,0,0
DFW,PDX,6/7/24,7,1,100,100,100,0,0,0,4.8,21,3,0,0.5,0,0
DFW,PDX,6/7/24,8,1,100,100,100,0,0,0,12.5,23,0,0,0,0,0
DFW,PDX,6/7/24,10,1,0,0,0,0,0,33,16.5,27,50,0,3.8,0,16
DFW,PDX,6/7/24,16,2,100,100,100,0,0,0,9.15,22.5,8.5,0.5,0.25,3.5,3
DFW,PDX,6/7/24,18,1,0,0,0,0,0,53,15.5,26,69,0,0.8,29,82
DFW,PDX,6/7/24,21,1,100,100,0,0,0,0,11.5,22,7,1,0.8,31,26
DFW,PDX,6/7/24,22,1,100,0,0,0,0,11,20.5,31,32,0,0.8,8,19
DFW,PDX,6/10/24,7,1,100,100,100,0,0,9,0,16,9,0,0,0,0
DFW,PDX,6/10/24,8,1,100,100,100,0,0,0,8.5,19,5,0,0,0,0
DFW,PDX,6/10/24,10,1,0,0,0,0,0,30,27.5,38,58,0,0,0,23
DFW,PDX,6/10/24,16,2,50,50,50,0,0,24.5,13.65,27,36,0.5,1.15,8,30.5
DFW,PDX,6/10/24,18,1,100,100,100,0,0,0,16.5,27,12,0,1.8,3,0
DFW,PDX,6/10/24,21,1,100,0,100,0,0,0,22.5,33,19,0,5.8,10,6
DFW,PDX,6/10/24,22,1,0,0,0,0,0,33,4.5,15,38,0,0.8,0,18
DFW,PDX,6/11/24,7,1,0,0,0,0,0,19,7.8,24,27,0,0.5,2,21
DFW,PDX,6/11/24,8,1,100,100,100,0,0,0,7.5,18,7,0,0,0,0
DFW,PDX,6/11/24,10,1,100,0,100,0,0,2,14.5,25,17,8,0.8,0,1
DFW,PDX,6/11/24,14,1,0,0,100,0,0,19,10.6,22,30,0,0.6,0,7
DFW,PDX,6/11/24,15,1,0,0,0,0,0,76,14.6,28,91,23,10.6,26,102
DFW,PDX,6/11/24,16,2,100,50,100,0,0,0,10.15,23.5,7.5,0.5,0.25,3,2.5
DFW,PDX,6/11/24,18,1,100,100,100,0,0,0,5.5,16,3,0,0,0,0
DFW,PDX,6/11/24,21,1,100,100,100,0,0,0,3.5,14,1,0,0,0,0
DFW,PDX,6/11/24,22,1,0,0,100,0,0,23,1.5,12,25,0,0.8,0,11
DFW,PDX,6/12/24,7,1,100,100,100,0,0,0,8.8,25,2,0,0.5,3,0
DFW,PDX,6/12/24,8,1,100,100,100,0,0,0,8.5,19,5,0,0,0,0
DFW,PDX,6/12/24,10,1,0,0,100,0,0,32,1.5,12,34,0,0,0,0
DFW,PDX,6/12/24,14,1,100,100,100,0,0,0,3.6,15,4,1,0.6,6,5
DFW,PDX,6/12/24,16,2,100,100,100,0,0,0,4.15,17.5,2.5,0,0.25,0,0
DFW,PDX,6/12/24,18,1,0,0,0,0,0,43,7.5,18,51,0,0,0,29
DFW,PDX,6/12/24,21,1,0,0,0,0,0,27,6.5,17,34,0,0,0,16
DFW,PDX,6/12/24,22,1,100,0,100,0,0,8,10.5,21,19,0,0,0,4
DFW,PDX,6/13/24,7,1,0,0,0,0,0,58,19.8,36,78,0,0.5,7,65
DFW,PDX,6/13/24,8,1,100,100,100,0,0,0,5.5,16,3,0,0,0,0
DFW,PDX,6/13/24,10,1,100,0,100,0,0,2,20.5,31,23,0,0,0,0
DFW,PDX,6/13/24,14,3,100,100,100,0,0,0.33,4.27,17.67,4.67,0,2.37,0.67,1
DFW,PDX,6/13/24,17,1,100,100,100,0,0,0,6.5,17,6,0,0,0,0
DFW,PDX,6/13/24,18,1,100,100,100,0,0,3,6.5,17,10,0,0,0,0
DFW,PDX,6/13/24,21,1,0,0,0,0,0,55,7.5,18,63,0,0,0,45
DFW,PDX,6/13/24,22,1,100,100,100,0,0,5,6.5,17,12,0,0,0,0
DFW,PDX,6/14/24,7,1,0,0,0,0,0,25,1.8,18,27,0,1.5,0,16
DFW,PDX,6/14/24,8,1,100,0,100,0,0,10,7.5,18,18,3,0,0,0
DFW,PDX,6/14/24,10,1,100,100,100,0,0,0,5.5,16,4,0,0.8,0,0
DFW,PDX,6/14/24,14,1,100,100,100,0,0,0,3.8,20,3,0,0,0,0
DFW,PDX,6/14/24,16,1,0,0,100,0,0,16,1.5,12,18,3,0,0,1
DFW,PDX,6/14/24,18,1,0,0,0,0,0,97,11.5,22,109,0,0,18,115
DFW,PDX,6/14/24,21,1,0,0,0,0,0,72,8.5,19,81,10,4.8,23,95
DFW,PDX,6/14/24,22,1,100,0,0,0,0,9,7.5,18,17,0,1.8,15,24
DFW,PDX,6/17/24,7,1,100,100,100,0,0,0,5.8,22,0,0,2.5,0,0
DFW,PDX,6/17/24,8,1,100,100,100,0,0,0,6.5,17,1,0,0.8,0,0
DFW,PDX,6/17/24,10,1,100,100,100,0,0,0,10.5,21,7,2,2.8,0,0
DFW,PDX,6/17/24,14,1,100,100,100,0,0,0,3.8,20,0,0,4.5,0,0
DFW,PDX,6/17/24,16,1,100,100,100,0,0,0,4.5,15,0,0,0,0,0
DFW,PDX,6/17/24,18,1,100,100,100,0,0,0,8.5,19,5,2,0,0,0
DFW,PDX,6/17/24,21,1,100,100,100,0,0,0,10.5,21,10,0,17.8,12,11
DFW,PDX,6/17/24,22,1,100,100,100,0,0,0,3.5,14,4,0,0,0,0
DFW,PDX,6/18/24,7,1,0,0,0,0,0,48,8.8,25,57,0,0,2,50
DFW,PDX,6/18/24,8,1,0,0,0,0,0,19,23.5,34,43,2,2.8,0,18
DFW,PDX,6/18/24,10,1,0,0,100,0,0,16,18.5,29,35,0,1.8,0,7
DFW,PDX,6/18/24,14,2,100,100,100,0,0,4.5,3.2,17,8,1.5,0,3,7.5
DFW,PDX,6/18/24,15,1,100,100,0,0,0,9,2.6,16,12,0,17.6,16,25
DFW,PDX,6/18/24,16,1,0,0,100,0,0,25,4.5,15,30,0,0,0,9
DFW,PDX,6/18/24,18,1,0,0,100,0,0,23,3.5,14,27,2,0.8,0,12
DFW,PDX,6/18/24,21,1,100,0,100,0,0,14,6.5,17,21,0,0.8,0,3
DFW,PDX,6/18/24,22,1,0,0,0,0,0,51,9.5,20,61,0,0,0,42
DFW,PDX,6/19/24,7,1,0,0,0,0,0,18,1.8,18,20,11,3.5,7,25
DFW,PDX,6/19/24,8,1,0,0,100,0,0,18,9.5,20,28,7,0,0,3
DFW,PDX,6/19/24,10,1,100,100,100,0,0,0,9.5,20,5,0,1.8,0,0
DFW,PDX,6/19/24,14,2,50,50,50,0,0,16.5,4.2,18,21,0,0.3,0,10.5
DFW,PDX,6/19/24,16,1,0,0,100,0,0,28,4.5,15,33,0,0.8,0,10
DFW,PDX,6/19/24,18,1,100,100,100,0,0,3,2.5,13,6,0,0.8,0,0
DFW,PDX,6/19/24,21,1,100,100,100,0,0,0,11.5,22,9,2,0,0,0
DFW,PDX,6/19/24,22,1,100,100,100,0,0,2,4.5,15,7,0,0,0,0
DFW,PDX,6/20/24,7,1,0,0,100,0,0,15,1.8,18,17,0,0.5,0,1
DFW,PDX,6/20/24,8,1,100,100,100,0,0,0,3.5,14,1,0,0,0,0
DFW,PDX,6/20/24,10,1,100,100,100,0,0,0,7.5,18,4,0,0,0,0
DFW,PDX,6/20/24,14,3,66.67,66.67,100,0,0,6.33,0.87,13.67,7.33,0,2.7,0,3
DFW,PDX,6/20/24,16,1,100,100,100,0,0,0,6.5,17,4,0,0.8,0,0
DFW,PDX,6/20/24,18,1,100,100,100,0,0,0,9.5,20,5,0,0,0,0
DFW,PDX,6/20/24,21,1,0,0,0,0,0,63,1.5,12,65,0,2.8,0,50
DFW,PDX,6/20/24,22,1,100,100,100,0,0,0,7.5,18,8,0,0.8,0,0
DFW,PDX,6/21/24,7,1,0,0,0,0,0,18,5.8,22,24,3,3.5,0,17
DFW,PDX,6/21/24,8,1,100,0,100,0,0,12,26.5,37,39,0,0,0,12
DFW,PDX,6/21/24,10,1,100,100,100,0,0,1,6.5,17,8,0,0,0,0
DFW,PDX,6/21/24,14,1,100,100,100,0,0,0,9.8,26,6,0,0,5,1
DFW,PDX,6/21/24,16,1,0,0,0,0,0,36,6.5,17,43,2,0,0,27
DFW,PDX,6/21/24,18,1,100,100,100,0,0,0,13.5,24,14,0,0,0,0
DFW,PDX,6/21/24,21,1,0,0,100,0,0,20,5.5,16,26,0,0,0,6
DFW,PDX,6/21/24,22,1,0,0,0,0,0,51,9.5,20,61,0,0.8,0,39
DFW,PDX,6/24/24,7,1,100,100,100,0,0,0,20.8,37,12,0,0,10,1
DFW,PDX,6/24/24,8,1,0,0,0,0,0,36,7.5,18,44,0,1.8,0,19
DFW,PDX,6/24/24,10,1,100,100,100,0,0,0,15.5,26,13,0,1.8,0,0
DFW,PDX,6/24/24,14,1,100,100,100,0,0,0,0.8,17,0,0,1.5,0,0
DFW,PDX,6/24/24,16,1,0,0,0,0,0,63,5.5,16,69,0,0.8,0,49
DFW,PDX,6/24/24,18,1,100,0,100,0,0,4,18.5,29,23,0,0,0,4
DFW,PDX,6/24/24,21,1,100,0,100,0,0,0,22.5,33,19,0,0,6,2
DFW,PDX,6/24/24,22,1,100,0,100,0,0,13,4.5,15,18,0,0.8,0,0
DFW,PDX,6/25/24,7,1,100,100,100,0,0,1,4.8,21,6,0,0,0,0
DFW,PDX,6/25/24,8,1,100,100,100,0,0,0,4.5,15,0,4,0,0,0
DFW,PDX,6/25/24,10,1,100,0,100,0,0,4,10.5,21,15,0,0,0,0
DFW,PDX,6/25/24,14,2,100,100,100,0,0,0.5,1.4,15,1,1.5,0.25,0.5,1
DFW,PDX,6/25/24,15,1,0,0,0,0,0,40,8.6,22,49,0,7.6,6,46
DFW,PDX,6/25/24,16,1,100,100,100,0,0,3,7.5,18,11,1,0.8,0,0
DFW,PDX,6/25/24,18,1,0,0,0,0,0,39,11.5,22,51,0,0.8,0,35
DFW,PDX,6/25/24,21,1,100,100,100,0,0,0,7.5,18,7,0,0.8,0,0
DFW,PDX,6/25/24,22,1,0,0,100,0,0,30,0,9,29,0,0.8,0,10
DFW,PDX,6/26/24,7,1,100,100,100,0,0,0,8.8,25,8,0,0.5,0,0
DFW,PDX,6/26/24,8,1,0,0,100,0,0,20,14.5,25,35,1,0.8,0,11
DFW,PDX,6/26/24,10,1,100,0,100,0,0,1,15.5,26,17,0,0.8,0,0
DFW,PDX,6/26/24,14,2,100,50,50,0,0,0,12.2,26,8.5,2.5,1.05,6.5,11
DFW,PDX,6/26/24,16,1,100,100,100,0,0,0,1.5,12,0,13,0,0,0
DFW,PDX,6/26/24,18,1,100,100,100,0,0,1,8.5,19,10,5,0.8,2,3
DFW,PDX,6/26/24,21,1,100,100,100,0,0,0,13.5,24,14,1,3.8,7,7
DFW,PDX,6/26/24,22,1,0,0,0,0,0,21,7.5,18,29,5,12.8,14,35
DFW,PDX,6/27/24,7,1,0,0,0,0,0,20,3.8,20,24,0,0.5,3,23
DFW,PDX,6/27/24,8,1,100,100,100,0,0,4,3.5,14,8,1,0.8,0,0
DFW,PDX,6/27/24,10,1,0,0,0,0,0,37,8.5,19,46,1,0.8,0,15
DFW,PDX,6/27/24,14,3,100,100,66.67,0,0,0,2,15.67,0.67,1.33,6.53,13,8.67
DFW,PDX,6/27/24,16,1,100,0,0,0,0,5,13.5,24,19,10,0.8,12,17
DFW,PDX,6/27/24,18,1,100,100,100,0,0,1,9.5,20,11,8,0,8,9
DFW,PDX,6/27/24,21,1,100,100,0,0,0,0,5.5,16,2,17,4.8,22,18
DFW,PDX,6/27/24,22,1,0,0,100,0,0,19,3.5,14,23,0,0,0,8
DFW,PDX,6/28/24,7,1,100,100,0,0,0,9,2.8,19,12,0,0.5,11,20
DFW,PDX,6/28/24,8,1,100,100,100,0,0,0,7.5,18,2,2,0,0,0
DFW,PDX,6/28/24,10,1,100,100,100,0,0,0,12.5,23,11,2,1.8,0,0
DFW,PDX,6/28/24,14,1,100,100,100,0,0,0,3.8,20,0,1,0.5,3,0
DFW,PDX,6/28/24,16,1,0,0,100,0,0,18,5.5,16,24,0,0,0,4
DFW,PDX,6/28/24,18,1,0,0,0,0,0,41,4.5,15,46,0,0,0,28
DFW,PDX,6/28/24,21,1,0,0,0,0,0,73,5.5,16,79,0,0,0,61
DFW,PDX,6/28/24,22,1,0,0,0,0,0,38,11.5,22,50,0,0,0,31
DFW,PGV,5/31/24,12,1,0,0,100,0,0,19,7.6,19,27,0,0.9,0,13
DFW,PHL,4/1/24,5,1,100,100,100,0,0,0,9.4,20,6,0,8.5,0,0
DFW,PHL,4/1/24,7,1,100,100,100,0,0,3,9.4,20,12,0,4.5,0,0
DFW,PHL,4/1/24,8,1,100,100,100,0,0,2,7.4,18,9,0,3.5,0,0
DFW,PHL,4/1/24,10,1,100,0,100,0,0,9,9.4,20,18,0,6.5,0,0
DFW,PHL,4/1/24,12,1,100,100,100,0,0,0,6.4,17,0,0,3.5,0,0
DFW,PHL,4/1/24,13,1,100,100,100,0,0,0,1.4,12,0,0,4.5,0,0
DFW,PHL,4/1/24,15,2,50,50,100,0,0,12.5,5.4,17,15.5,2.5,6,0,4.5
DFW,PHL,4/1/24,17,1,100,100,100,0,0,13,1.4,12,14,0,7.5,0,0
DFW,PHL,4/1/24,19,1,100,100,100,0,0,5,8.4,19,13,0,1.5,0,0
DFW,PHL,4/2/24,5,1,100,100,100,0,0,0,6.4,17,0,0,11.5,0,0
DFW,PHL,4/2/24,6,1,100,100,100,0,0,0,9.4,20,0,5,1.5,15,0
DFW,PHL,4/2/24,7,1,0,0,100,0,0,30,8.4,19,38,0,1.5,0,9
DFW,PHL,4/2/24,8,1,100,0,100,0,0,0,18.4,29,15,0,3.5,0,0
DFW,PHL,4/2/24,10,1,100,100,100,0,0,0,2.4,13,0,0,6.5,0,0
DFW,PHL,4/2/24,12,1,100,100,100,0,0,0,18.4,29,13,0,5.5,3,0
DFW,PHL,4/2/24,13,2,100,0,100,0,0,8.5,7.5,18.5,16,0,0.25,4,11.5
DFW,PHL,4/2/24,15,2,100,50,50,0,0,5,6.9,18.5,8.5,0,11.5,9,11
DFW,PHL,4/2/24,17,2,100,100,100,0,0,0,4.9,16.5,2.5,0,6.5,0,0
DFW,PHL,4/2/24,19,1,0,0,0,0,0,43,5.4,16,48,0,1.5,0,24
DFW,PHL,4/3/24,5,1,100,100,100,0,0,0,5.4,16,2,0,5.5,0,0
DFW,PHL,4/3/24,7,1,100,100,100,0,0,0,4.4,15,1,0,9.5,0,0
DFW,PHL,4/3/24,8,1,0,0,0,0,0,45,5.4,16,50,0,3.5,0,29
DFW,PHL,4/3/24,10,1,0,0,0,0,0,15,12.4,23,27,6,4.5,5,20
DFW,PHL,4/3/24,12,1,100,100,100,0,0,0,4.4,15,0,1,7.5,0,0
DFW,PHL,4/3/24,13,2,100,50,0,0,0,2,7,18,8,14,1.25,17,18
DFW,PHL,4/3/24,15,2,100,100,100,0,0,4,4.9,16.5,6.5,3,12.5,4,6
DFW,PHL,4/3/24,17,1,100,100,100,0,0,0,9.4,20,5,0,5.5,0,0
DFW,PHL,4/3/24,19,1,100,100,100,0,0,8,4.4,15,12,0,5.5,0,0
DFW,PHL,4/4/24,5,1,100,100,100,0,0,0,5.4,16,1,4,0,0,0
DFW,PHL,4/4/24,7,1,100,0,100,0,0,4,17.4,28,21,14,0,9,13
DFW,PHL,4/4/24,8,1,0,0,0,0,0,25,12.4,23,37,0,1.5,2,27
DFW,PHL,4/4/24,10,1,100,100,100,0,0,0,11.4,22,6,2,0,0,0
DFW,PHL,4/4/24,12,1,100,0,100,0,0,13,6.4,17,19,5,2.5,0,11
DFW,PHL,4/4/24,13,1,100,0,0,0,0,13,7.6,19,21,7,0.5,15,28
DFW,PHL,4/4/24,15,2,50,50,50,0,0,16.5,3.4,15,18.5,8.5,3,3.5,19.5
DFW,PHL,4/4/24,16,1,0,0,0,0,0,29,8.4,19,37,9,3.5,0,22
DFW,PHL,4/4/24,19,1,0,0,0,0,0,29,4.4,15,33,2,0.5,0,19
DFW,PHL,4/5/24,5,1,100,100,100,0,0,0,6.4,17,0,0,0,0,0
DFW,PHL,4/5/24,7,1,100,100,100,0,0,0,8.4,19,7,3,0.5,0,0
DFW,PHL,4/5/24,8,1,100,100,100,0,0,0,9.4,20,8,13,0,5,4
DFW,PHL,4/5/24,10,1,100,100,100,0,0,0,11.4,22,9,0,0.5,0,0
DFW,PHL,4/5/24,12,1,100,100,100,0,0,0,6.4,17,2,3,1.5,0,0
DFW,PHL,4/5/24,15,2,100,100,50,0,0,4.5,5.4,17,9.5,9.5,5.75,5,9.5
