ASPM : City Pair Analysis : All Flights Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
From 4/1/2024 To 6/28/2024 Days Omitted ; Departure=DFW : Use Flight Plan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Departure,Arrival,Date,Departure Hour,Flight Count,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,EDCT,EDCT>0,Gate Departure Delay,Taxi Out Delay,Average Taxi Out Time,Airport Departure Delay,Airborne Delay,Taxi In Delay,Block Delay,Gate Arrival Delay
DFW,DAY,5/13/24,8,1,100,0,100,0,0,12,25.6,37,38,3,0,0,10
DFW,DAY,5/13/24,10,1,100,100,100,0,0,0,20.6,32,13,8,22.2,3,0
DFW,DAY,5/13/24,15,1,100,100,100,0,0,0,3.6,15,2,3,1.2,0,0
DFW,DAY,5/13/24,18,1,0,0,0,0,0,25,26.6,38,52,12,1.2,6,31
DFW,DAY,5/14/24,8,1,100,0,100,0,0,0,16.6,28,16,6,0.2,5,4
DFW,DAY,5/14/24,10,1,100,0,100,0,0,0,16.6,28,16,10,15.2,6,5
DFW,DAY,5/14/24,15,1,100,100,100,0,0,0,4.6,16,3,8,0.2,0,0
DFW,DAY,5/14/24,18,1,100,100,100,0,0,0,4.6,16,5,10,0,0,0
DFW,DAY,5/15/24,8,1,100,100,100,0,0,0,13.6,25,10,4,0,3,0
DFW,DAY,5/15/24,10,1,100,100,100,0,0,0,17.6,29,13,9,3.2,0,0
DFW,DAY,5/15/24,15,1,100,100,100,0,0,0,21.6,33,12,7,0.2,8,0
DFW,DAY,5/15/24,18,1,0,0,0,0,0,19,16.6,28,36,5,1.2,0,17
DFW,DAY,5/16/24,8,1,0,0,0,0,0,18,72.6,84,91,0,6.2,57,75
DFW,DAY,5/16/24,15,1,100,100,100,0,0,0,4.6,16,0,0,2.2,0,0
DFW,DAY,5/16/24,18,1,0,0,0,0,0,66,14.6,26,81,0,0,0,56
DFW,DAY,5/17/24,8,1,100,0,0,0,0,8,27.6,39,36,0,0,9,17
DFW,DAY,5/17/24,10,1,100,0,100,0,0,0,24.6,36,23,7,10.2,0,0
DFW,DAY,5/17/24,15,1,0,0,100,0,0,15,0.6,12,16,1,0.2,0,0
DFW,DAY,5/17/24,18,1,100,100,100,0,0,0,7.6,19,5,0,4.2,0,0
DFW,DAY,5/20/24,8,1,100,100,100,0,0,0,6.6,18,3,0,0.2,6,2
DFW,DAY,5/20/24,10,1,100,0,100,0,0,0,20.6,32,16,7,5.2,0,0
DFW,DAY,5/20/24,15,1,100,100,100,0,0,0,17.6,29,10,13,1.2,11,3
DFW,DAY,5/20/24,18,1,100,100,100,0,0,0,15.6,27,12,0,2.2,2,0
DFW,DAY,5/21/24,8,1,100,0,0,0,0,0,44.6,56,40,4,1.2,23,18
DFW,DAY,5/21/24,10,1,100,0,100,0,0,2,13.6,25,16,10,1.2,0,0
DFW,DAY,5/21/24,15,1,100,100,100,0,0,0,13.6,25,8,10,1.2,0,0
DFW,DAY,5/21/24,18,1,0,0,0,0,0,37,25.6,37,63,15,1.2,20,57
DFW,DAY,5/22/24,8,1,100,100,100,0,0,0,1.6,13,0,0,0,0,0
DFW,DAY,5/22/24,10,1,100,0,100,0,0,9,18.6,30,28,10,0,0,0
DFW,DAY,5/22/24,18,1,0,0,0,0,0,60,2.6,14,63,3,1.2,0,38
DFW,DAY,5/23/24,8,1,100,100,100,0,0,0,4.6,16,0,0,1.2,0,0
DFW,DAY,5/23/24,10,1,100,100,100,0,0,0,10.6,22,9,0,26.2,1,0
DFW,DAY,5/23/24,15,1,100,100,100,0,0,0,10.6,22,0,0,0,0,0
DFW,DAY,5/23/24,18,1,0,0,0,0,0,19,15.6,27,35,7,2.2,4,23
DFW,DAY,5/24/24,8,1,0,0,0,0,0,61,19.6,31,81,16,1.2,11,72
DFW,DAY,5/24/24,10,1,0,0,100,0,0,20,26.6,38,47,3,0,0,14
DFW,DAY,5/24/24,15,1,100,100,100,0,0,0,5.6,17,6,8,0,0,0
DFW,DAY,5/24/24,18,1,0,0,0,0,0,97,18.6,30,116,4,1.2,3,100
DFW,DAY,5/27/24,8,1,100,100,100,0,0,0,3.6,15,0,0,0,0,0
DFW,DAY,5/27/24,10,1,100,0,100,0,0,0,22.6,34,18,3,12.2,0,0
DFW,DAY,5/27/24,15,1,100,0,100,0,0,0,18.6,30,19,4,0.2,7,7
DFW,DAY,5/27/24,18,1,0,0,0,0,0,87,39.6,51,127,7,3.2,22,109
DFW,DAY,5/28/24,15,1,100,100,100,0,0,0,20.6,32,0,0,2.2,4,0
DFW,DAY,5/28/24,18,1,0,0,0,0,0,74,10.6,22,85,25,6.2,13,87
DFW,DAY,5/29/24,8,1,0,0,0,0,0,22,11.6,23,34,5,0,0,19
DFW,DAY,5/29/24,10,1,100,100,100,0,0,0,11.6,23,11,8,10.2,0,0
DFW,DAY,5/29/24,15,1,100,100,100,0,0,0,8.6,20,5,6,0.2,0,0
DFW,DAY,5/29/24,18,1,100,100,100,0,0,7,5.6,17,13,6,0.2,0,0
DFW,DAY,5/30/24,8,1,100,100,100,0,0,0,5.6,17,2,0,0.2,0,0
DFW,DAY,5/30/24,10,1,100,100,100,0,0,0,30.6,42,0,0,1.2,0,0
DFW,DAY,5/30/24,15,1,0,0,0,0,0,26,17.6,29,44,0,2.2,12,38
DFW,DAY,5/30/24,18,1,0,0,0,0,0,87,21.6,33,109,0,0,0,84
DFW,DAY,5/31/24,8,1,100,0,100,0,0,6,9.6,21,16,5,0,0,0
DFW,DAY,5/31/24,10,1,100,0,100,0,0,10,11.6,23,22,1,17.2,0,6
DFW,DAY,5/31/24,15,1,0,0,0,0,0,33,8.6,20,42,4,4.2,0,25
DFW,DAY,5/31/24,18,1,0,0,0,0,0,50,7.6,19,58,4,2.2,0,47
DFW,DAY,6/3/24,8,1,100,100,100,0,0,0,6.6,18,7,5,0.2,0,0
DFW,DAY,6/3/24,10,1,100,0,100,0,0,0,25.6,37,23,10,0.2,0,0
DFW,DAY,6/3/24,15,1,100,100,100,0,0,0,2.6,14,0,4,0.2,6,0
DFW,DAY,6/3/24,18,1,100,0,100,0,0,7,10.6,22,18,0,1.2,0,7
DFW,DAY,6/4/24,8,1,100,0,0,0,0,9,39.6,51,49,0,0,19,28
DFW,DAY,6/4/24,10,1,100,0,100,0,0,0,35.6,47,33,0,4.2,11,8
DFW,DAY,6/4/24,15,1,0,0,0,0,0,22,8.6,20,31,30,1.2,22,44
DFW,DAY,6/4/24,18,1,100,100,100,0,0,0,4.6,16,5,2,0.2,0,0
DFW,DAY,6/5/24,9,1,0,0,0,0,0,36,1.6,13,38,0,0,0,25
DFW,DAY,6/5/24,13,1,0,0,100,0,0,19,6.6,18,26,9,2.2,0,14
DFW,DAY,6/5/24,16,1,0,0,0,0,0,102,14.6,26,117,8,1.2,0,100
DFW,DAY,6/5/24,19,1,0,0,0,0,0,46,23.6,35,70,0,2.2,4,50
DFW,DAY,6/6/24,8,1,100,100,100,0,0,0,2.6,14,0,0,0.2,0,0
DFW,DAY,6/6/24,13,1,100,100,100,0,0,0,13.6,25,5,8,3.2,4,0
DFW,DAY,6/6/24,16,1,100,100,100,0,0,0,14.6,26,10,0,0.2,0,0
DFW,DAY,6/6/24,19,1,100,0,0,0,0,13,19.6,31,33,11,1.2,4,17
DFW,DAY,6/7/24,8,1,100,100,100,0,0,0,2.6,14,0,0,0,0,0
DFW,DAY,6/7/24,13,1,0,0,0,0,0,42,15.6,27,58,0,2.2,3,45
DFW,DAY,6/7/24,16,1,100,100,100,0,0,0,0.6,12,0,3,0.2,0,0
DFW,DAY,6/7/24,19,1,0,0,100,0,0,20,14.6,26,35,6,0.2,0,12
DFW,DAY,6/10/24,8,1,100,100,100,0,0,0,11.6,23,3,0,10.2,4,0
DFW,DAY,6/10/24,13,1,100,0,0,0,0,0,31.6,43,32,0,0.2,24,24
DFW,DAY,6/10/24,16,1,100,0,100,0,0,0,19.6,31,20,7,3.2,2,2
DFW,DAY,6/10/24,19,1,100,0,100,0,0,12,2.6,14,15,0,1.2,0,1
DFW,DAY,6/11/24,8,1,100,0,100,0,0,6,12.6,24,19,0,0.2,0,0
DFW,DAY,6/11/24,13,1,100,100,100,0,0,0,6.6,18,6,9,0.2,0,0
DFW,DAY,6/11/24,16,1,0,0,0,0,0,15,25.6,37,41,5,6.2,5,20
DFW,DAY,6/11/24,19,1,0,0,0,0,0,38,9.6,21,48,0,0,0,22
DFW,DAY,6/12/24,8,1,100,100,100,0,0,0,9.6,21,0,0,0,0,0
DFW,DAY,6/12/24,13,1,100,100,100,0,0,0,13.6,25,7,7,3.2,2,0
DFW,DAY,6/12/24,16,1,0,0,0,0,0,18,11.6,23,30,10,6.2,1,19
DFW,DAY,6/12/24,19,1,100,100,100,0,0,0,13.6,25,12,0,1.2,0,0
DFW,DAY,6/13/24,8,1,100,100,100,0,0,0,8.6,20,4,0,0.2,0,0
DFW,DAY,6/13/24,13,1,100,0,100,0,0,5,11.6,23,17,0,0.2,0,5
DFW,DAY,6/13/24,16,1,100,0,0,0,0,13,33.6,45,47,11,1.2,17,30
DFW,DAY,6/13/24,19,1,100,100,100,0,0,0,7.6,19,6,3,4.2,0,0
DFW,DAY,6/14/24,8,1,100,100,100,0,0,0,12.6,24,10,0,0,0,0
DFW,DAY,6/14/24,13,1,100,0,100,0,0,8,10.6,22,19,5,2.2,1,9
DFW,DAY,6/14/24,16,1,100,100,100,0,0,0,10.6,22,0,0,0,0,0
DFW,DAY,6/14/24,19,1,100,100,100,0,0,0,19.6,31,9,0,1.2,0,0
DFW,DAY,6/17/24,8,1,100,100,100,0,0,0,5.6,17,0,4,0,0,0
DFW,DAY,6/17/24,13,1,100,0,100,0,0,9,7.6,19,17,7,2.2,0,9
DFW,DAY,6/17/24,16,1,100,100,100,0,0,0,10.6,22,6,9,1.2,0,0
DFW,DAY,6/17/24,19,1,100,100,100,0,0,0,4.6,16,0,12,1.2,0,0
DFW,DAY,6/18/24,8,1,100,100,100,0,0,0,4.6,16,3,2,1.2,0,0
DFW,DAY,6/18/24,13,1,100,100,100,0,0,0,6.6,18,0,9,0.2,0,0
DFW,DAY,6/18/24,16,1,100,100,100,0,0,0,7.6,19,6,5,0.2,0,0
DFW,DAY,6/18/24,19,1,100,0,100,0,0,5,11.6,23,17,6,5.2,0,0
DFW,DAY,6/19/24,8,1,100,100,100,0,0,0,14.6,26,11,0,0,0,0
DFW,DAY,6/19/24,13,1,100,0,100,0,0,12,10.6,22,23,10,1.2,0,9
DFW,DAY,6/19/24,16,1,100,100,100,0,0,0,14.6,26,9,5,1.2,0,0
DFW,DAY,6/19/24,19,1,100,100,100,0,0,6,5.6,17,12,11,2.2,0,0
DFW,DAY,6/20/24,10,1,100,0,100,0,0,13,19.6,31,33,0,1.2,0,5
DFW,DAY,6/20/24,13,1,100,100,100,0,0,0,9.6,21,0,9,0,0,0
DFW,DAY,6/20/24,16,1,100,100,100,0,0,0,13.6,25,9,10,1.2,0,0
DFW,DAY,6/20/24,19,1,100,100,100,0,0,0,18.6,30,12,7,3.2,2,0
DFW,DAY,6/21/24,8,1,100,100,100,0,0,0,9.6,21,5,1,0.2,0,0
DFW,DAY,6/21/24,13,1,100,100,100,0,0,0,8.6,20,1,7,0.2,0,0
DFW,DAY,6/21/24,16,1,100,100,100,0,0,0,14.6,26,0,0,1.2,0,0
DFW,DAY,6/21/24,19,1,100,100,100,0,0,0,14.6,26,9,4,2.2,1,0
DFW,DAY,6/24/24,8,1,100,100,100,0,0,0,14.6,26,10,2,1.2,0,0
DFW,DAY,6/24/24,9,1,100,0,0,0,0,0,25.6,37,26,4,2.2,19,32
DFW,DAY,6/24/24,13,1,100,100,100,0,0,0,10.6,22,6,8,1.2,0,0
DFW,DAY,6/24/24,16,1,100,100,100,0,0,0,10.6,22,7,7,1.2,0,0
DFW,DAY,6/24/24,19,1,100,100,100,0,0,0,10.6,22,2,6,8.2,0,0
DFW,DAY,6/25/24,8,1,100,100,100,0,0,0,2.6,14,0,0,1.2,0,0
DFW,DAY,6/25/24,13,1,100,100,100,0,0,0,16.6,28,7,0,0.2,5,0
DFW,DAY,6/25/24,16,1,100,0,100,0,0,0,20.6,32,20,10,3.2,5,4
DFW,DAY,6/25/24,19,1,100,100,100,0,0,0,11.6,23,7,0,2.2,0,0
DFW,DAY,6/26/24,8,1,100,100,100,0,0,0,2.6,14,0,0,1.2,3,0
DFW,DAY,6/26/24,13,1,100,0,100,0,0,0,17.6,29,15,13,1.2,12,9
DFW,DAY,6/26/24,16,1,0,0,0,0,0,37,5.6,17,43,6,1.2,0,22
DFW,DAY,6/26/24,19,1,100,100,100,0,0,0,7.6,19,0,1,0,0,0
DFW,DAY,6/27/24,8,1,100,100,100,0,0,0,9.6,21,7,0,0,0,0
DFW,DAY,6/27/24,13,1,100,100,100,0,0,0,15.6,27,6,5,0,3,0
DFW,DAY,6/27/24,16,1,0,0,0,0,0,48,15.6,27,64,0,5.2,0,46
DFW,DAY,6/27/24,19,1,0,0,100,0,0,15,11.6,23,27,5,0.2,0,7
DFW,DAY,6/28/24,8,1,0,0,100,0,0,24,11.6,23,36,1,0,0,7
DFW,DAY,6/28/24,13,1,100,100,100,0,0,0,11.6,23,6,5,1.2,0,0
DFW,DAY,6/28/24,16,1,100,100,100,0,0,0,2.6,14,2,5,0,0,0
DFW,DAY,6/28/24,19,1,100,100,100,0,0,0,8.6,20,3,2,7.2,0,0
DFW,DCA,4/1/24,5,1,100,100,100,0,0,0,5.4,16,5,2,0,0,0
DFW,DCA,4/1/24,7,1,100,100,100,0,0,0,7.4,18,3,7,0.4,0,0
DFW,DCA,4/1/24,8,1,100,100,100,0,0,0,0.4,11,0,3,1.4,0,0
DFW,DCA,4/1/24,10,1,100,0,100,0,0,13,9.4,20,22,0,2.4,0,0
DFW,DCA,4/1/24,12,1,100,100,100,0,0,0,4.4,15,3,1,0,0,0
DFW,DCA,4/1/24,15,1,100,100,100,0,0,0,0.4,11,0,0,0.4,0,0
DFW,DCA,4/1/24,17,1,0,0,0,0,0,54,10.4,21,64,0,3.4,0,42
DFW,DCA,4/1/24,19,1,100,0,100,0,0,11,11.4,22,22,0,2.4,0,5
DFW,DCA,4/1/24,20,1,0,0,0,0,0,92,3.4,14,95,11,0.4,0,81
DFW,DCA,4/2/24,5,1,100,100,100,0,0,0,4.4,15,3,8,0.4,0,0
DFW,DCA,4/2/24,7,1,100,0,100,0,0,3,13.4,24,16,5,0,0,0
DFW,DCA,4/2/24,8,1,0,0,0,0,0,20,18.4,29,38,4,0.4,4,24
DFW,DCA,4/2/24,10,1,100,0,100,0,0,2,15.4,26,17,2,1.4,0,0
DFW,DCA,4/2/24,12,1,0,0,0,1,29,17,12.4,23,29,6,0.4,14,31
DFW,DCA,4/2/24,15,1,100,0,0,1,21,12,10.4,21,22,0,0,7,19
DFW,DCA,4/2/24,17,1,0,0,0,1,65,62,3.4,14,65,0,0.4,0,57
DFW,DCA,4/2/24,19,1,100,0,100,0,0,14,9.4,20,23,0,0.4,0,2
DFW,DCA,4/2/24,20,1,0,0,0,0,0,48,3.4,14,51,0,0.4,0,27
DFW,DCA,4/3/24,5,1,100,100,100,0,0,2,1.4,12,3,5,2.4,0,0
DFW,DCA,4/3/24,7,1,100,0,100,0,0,0,26.4,37,23,0,1.4,1,0
DFW,DCA,4/3/24,8,1,100,0,100,0,0,9,7.4,18,16,0,0.4,0,0
DFW,DCA,4/3/24,10,1,100,0,100,0,0,4,23.4,34,27,0,1.4,0,0
DFW,DCA,4/3/24,12,1,100,100,100,0,0,0,11.4,22,10,3,2.4,0,0
DFW,DCA,4/3/24,15,1,100,100,100,0,0,2,7.4,18,9,0,0.4,0,0
DFW,DCA,4/3/24,20,1,100,100,100,0,0,2,6.4,17,8,3,0.4,0,0
DFW,DCA,4/4/24,5,1,100,100,100,0,0,2,3.4,14,5,23,0.4,11,13
DFW,DCA,4/4/24,7,1,100,100,100,0,0,0,13.4,24,12,0,0.4,0,0
DFW,DCA,4/4/24,8,1,100,100,100,0,0,0,3.4,14,0,0,0,0,0
DFW,DCA,4/4/24,10,1,0,0,100,0,0,15,9.4,20,24,0,2.4,0,0
DFW,DCA,4/4/24,12,1,100,100,100,0,0,8,3.4,14,11,1,0,0,0
DFW,DCA,4/4/24,15,1,0,0,100,0,0,28,4.4,15,32,0,0,0,12
DFW,DCA,4/4/24,16,1,100,100,100,0,0,6,4.4,15,10,6,0.4,0,0
DFW,DCA,4/4/24,19,1,0,0,0,0,0,25,6.4,17,31,0,3.4,0,15
DFW,DCA,4/5/24,5,1,100,0,100,0,0,10,5.4,16,15,0,0.4,0,10
DFW,DCA,4/5/24,7,1,100,100,100,0,0,0,6.4,17,2,0,0,0,0
DFW,DCA,4/5/24,8,1,100,100,100,0,0,0,6.4,17,6,0,1.4,0,0
DFW,DCA,4/5/24,10,1,100,100,100,0,0,0,8.4,19,7,3,0,0,0
DFW,DCA,4/5/24,12,1,100,100,100,0,0,0,4.4,15,2,0,0.4,0,0
DFW,DCA,4/5/24,15,1,0,0,0,0,0,74,21.4,32,95,0,1.4,3,77
DFW,DCA,4/5/24,16,1,100,100,100,0,0,4,5.4,16,9,11,0.4,0,3
DFW,DCA,4/5/24,19,1,100,100,100,0,0,3,11.4,22,14,0,1.4,0,0
DFW,DCA,4/8/24,5,1,100,100,100,0,0,0,3.4,14,0,4,2.4,0,0
DFW,DCA,4/8/24,7,1,100,100,100,0,0,0,3.4,14,1,0,1.4,0,0
DFW,DCA,4/8/24,8,1,100,100,100,0,0,0,4.4,15,0,0,1.4,0,0
DFW,DCA,4/8/24,10,1,100,0,100,0,0,6,10.4,21,16,3,1.4,0,0
DFW,DCA,4/8/24,12,1,100,100,100,0,0,9,4.4,15,13,0,0.4,0,0
DFW,DCA,4/8/24,15,1,100,100,100,0,0,0,6.4,17,6,0,3.4,0,0
DFW,DCA,4/8/24,16,1,100,100,100,0,0,0,5.4,16,5,4,3.4,0,0
DFW,DCA,4/8/24,19,1,100,0,100,0,0,2,16.4,27,18,0,5.4,0,0
DFW,DCA,4/9/24,5,1,100,100,100,0,0,0,6.4,17,5,0,1.4,0,0
DFW,DCA,4/9/24,7,1,100,100,100,0,0,0,7.4,18,3,0,0.4,0,0
DFW,DCA,4/9/24,8,1,100,100,100,0,0,0,5.4,16,2,0,0,0,0
DFW,DCA,4/9/24,12,1,100,100,100,0,0,1,11.4,22,12,6,3.4,5,6
DFW,DCA,4/9/24,15,1,100,100,100,0,0,0,8.4,19,4,0,1.4,0,0
DFW,DCA,4/9/24,16,1,0,0,0,0,0,54,2.4,13,56,0,0.4,0,33
DFW,DCA,4/9/24,19,1,100,100,100,0,0,0,9.4,20,8,0,0.4,0,0
DFW,DCA,4/10/24,5,1,100,100,100,0,0,0,1.4,12,1,18,2.4,9,9
DFW,DCA,4/10/24,7,1,100,100,100,0,0,0,9.4,20,5,6,2.4,2,0
DFW,DCA,4/10/24,8,1,0,0,0,0,0,27,23.4,34,50,0,1.4,1,28
DFW,DCA,4/10/24,10,1,100,0,100,0,0,0,26.4,37,22,0,2.4,6,2
DFW,DCA,4/10/24,12,1,0,0,0,0,0,22,77.4,88,99,0,7.4,57,79
DFW,DCA,4/10/24,15,1,100,0,0,0,0,9,42.4,53,51,0,1.4,28,37
DFW,DCA,4/10/24,16,1,100,100,100,0,0,9,1.4,12,10,0,0.4,0,0
DFW,DCA,4/10/24,19,1,100,100,100,0,0,8,5.4,16,13,0,1.4,0,0
DFW,DCA,4/11/24,5,1,100,100,100,0,0,1,5.4,16,6,9,0.4,13,14
DFW,DCA,4/11/24,7,1,100,100,100,0,0,0,11.4,22,8,0,1.4,9,6
DFW,DCA,4/11/24,8,1,100,100,100,0,0,0,7.4,18,5,0,1.4,0,0
DFW,DCA,4/11/24,10,1,0,0,0,0,0,206,2.4,13,208,0,2.4,0,184
DFW,DCA,4/11/24,12,1,100,100,100,0,0,3,8.4,19,11,0,1.4,0,0
DFW,DCA,4/11/24,15,1,100,100,0,0,0,6,5.4,16,11,0,5.4,10,16
DFW,DCA,4/11/24,16,1,0,0,0,0,0,38,5.4,16,43,11,3.4,0,31
DFW,DCA,4/11/24,19,1,100,0,100,0,0,0,15.4,26,15,5,1.4,0,0
DFW,DCA,4/12/24,5,1,100,0,0,0,0,0,25.4,36,23,17,2.4,26,24
DFW,DCA,4/12/24,7,1,100,100,100,0,0,0,12.4,23,7,0,0,0,0
DFW,DCA,4/12/24,8,1,100,100,100,0,0,0,8.4,19,5,0,4.4,0,0
DFW,DCA,4/12/24,10,1,100,100,100,0,0,6,2.4,13,8,2,0,0,0
DFW,DCA,4/12/24,12,1,100,100,100,0,0,6,0,9,4,0,23.4,0,3
DFW,DCA,4/12/24,15,1,0,0,100,0,0,18,3.4,14,21,0,8.4,0,10
DFW,DCA,4/12/24,16,1,100,100,100,0,0,0,0.4,11,0,2,0,0,0
DFW,DCA,4/12/24,19,1,100,100,100,0,0,0,3.4,14,0,2,0.4,0,0
DFW,DCA,4/15/24,5,1,100,100,100,0,0,0,4.4,15,2,6,0.4,0,0
DFW,DCA,4/15/24,7,1,100,100,100,0,0,0,3.4,14,0,0,0.4,0,0
DFW,DCA,4/15/24,8,1,100,100,100,0,0,5,7.4,18,12,0,0,0,0
DFW,DCA,4/15/24,10,1,100,100,100,0,0,0,9.4,20,7,0,5.4,0,0
DFW,DCA,4/15/24,12,1,100,100,0,0,0,0,6.4,17,6,23,7.4,16,16
DFW,DCA,4/15/24,15,1,0,0,0,0,0,29,0.4,11,29,7,1.4,0,25
DFW,DCA,4/15/24,16,1,0,0,0,0,0,22,4.4,15,26,4,0.4,0,18
DFW,DCA,4/15/24,19,1,100,100,100,0,0,1,1.4,12,2,0,12.4,0,0
DFW,DCA,4/16/24,5,1,100,100,100,0,0,0,5.4,16,0,2,2.4,0,0
DFW,DCA,4/16/24,7,1,100,0,100,0,0,0,17.4,28,16,0,3.4,4,3
DFW,DCA,4/16/24,8,1,100,100,100,0,0,0,8.4,19,3,1,0.4,0,0
DFW,DCA,4/16/24,10,1,100,100,100,0,0,0,2.4,13,0,0,7.4,0,0
DFW,DCA,4/16/24,12,1,100,100,100,0,0,0,0.4,11,0,8,1.4,0,0
DFW,DCA,4/16/24,15,1,100,100,0,0,0,1,5.4,16,6,9,3.4,14,15
DFW,DCA,4/16/24,16,1,0,0,0,0,0,24,2.4,13,26,7,0,2,26
DFW,DCA,4/16/24,19,1,100,0,100,0,0,11,7.4,18,18,0,1.4,0,2
DFW,DCA,4/17/24,5,1,100,100,100,0,0,0,6.4,17,0,5,7.4,7,0
DFW,DCA,4/17/24,7,1,100,100,100,0,0,0,10.4,21,6,0,2.4,0,0
DFW,DCA,4/17/24,8,1,100,100,100,0,0,0,10.4,21,6,0,0.4,0,0
DFW,DCA,4/17/24,10,1,100,100,100,0,0,6,3.4,14,9,0,4.4,0,0
DFW,DCA,4/17/24,12,1,100,100,100,0,0,0,2.4,13,0,0,2.4,0,0
DFW,DCA,4/17/24,15,1,100,0,100,0,0,14,3.4,14,17,0,1.4,0,0
DFW,DCA,4/17/24,16,1,100,100,100,0,0,0,6.4,17,5,0,9.4,0,0
DFW,DCA,4/17/24,19,1,100,100,100,0,0,0,1.4,12,0,0,0.4,0,0
DFW,DCA,4/18/24,5,1,100,100,100,0,0,0,5.4,16,2,14,0,5,2
DFW,DCA,4/18/24,7,1,100,100,100,0,0,0,4.4,15,1,0,4.4,0,0
DFW,DCA,4/18/24,8,1,100,100,100,0,0,0,1.4,12,0,0,0.4,0,0
DFW,DCA,4/18/24,10,1,100,100,100,0,0,0,7.4,18,4,0,0.4,0,0
DFW,DCA,4/18/24,12,1,100,100,100,0,0,0,1.4,12,0,0,0,0,0
DFW,DCA,4/18/24,15,1,100,100,100,0,0,0,2.4,13,0,4,0,0,0
DFW,DCA,4/18/24,16,1,0,0,100,0,0,18,4.4,15,22,10,0.4,0,10
DFW,DCA,4/18/24,19,1,100,100,100,0,0,2,12.4,23,14,0,1.4,0,2
DFW,DCA,4/19/24,5,1,100,100,100,0,0,0,6.4,17,0,21,0.4,19,13
DFW,DCA,4/19/24,7,1,100,100,100,0,0,0,4.4,15,0,0,3.4,0,0
DFW,DCA,4/19/24,8,1,100,100,100,0,0,2,7.4,18,9,0,3.4,0,0
DFW,DCA,4/19/24,10,1,100,0,100,0,0,7,8.4,19,15,8,0.4,0,0
DFW,DCA,4/19/24,12,1,100,100,100,0,0,0,5.4,16,5,4,3.4,0,0
DFW,DCA,4/19/24,15,1,100,0,100,1,21,12,9.4,20,21,4,1.4,0,9
DFW,DCA,4/19/24,16,1,100,100,100,1,7,0,8.4,19,7,3,2.4,0,0
DFW,DCA,4/19/24,19,1,100,100,100,1,10,0,14.4,25,10,0,4.4,0,0
DFW,DCA,4/22/24,5,1,100,100,100,0,0,0,10.4,21,8,11,0.4,10,8
DFW,DCA,4/22/24,7,1,100,100,100,0,0,0,6.4,17,2,0,0.4,0,0
DFW,DCA,4/22/24,8,1,100,100,100,0,0,2,8.4,19,10,2,0.4,0,2
DFW,DCA,4/22/24,10,1,100,100,100,0,0,0,12.4,23,12,2,0,0,0
DFW,DCA,4/22/24,12,1,100,100,100,0,0,0,5.4,16,2,7,0.4,1,0
DFW,DCA,4/22/24,15,1,100,100,100,0,0,0,3.4,14,3,10,0,7,7
DFW,DCA,4/22/24,16,1,100,100,100,0,0,0,0.4,11,0,8,0,0,0
DFW,DCA,4/22/24,19,1,100,100,100,0,0,2,6.4,17,8,8,3.4,4,6
DFW,DCA,4/23/24,5,1,100,100,100,0,0,0,3.4,14,0,7,1.4,0,0
DFW,DCA,4/23/24,7,1,100,100,100,0,0,0,12.4,23,7,0,1.4,0,0
DFW,DCA,4/23/24,8,1,0,0,100,0,0,15,7.4,18,22,0,0,0,3
DFW,DCA,4/23/24,10,1,100,100,100,0,0,0,10.4,21,9,0,3.4,0,0
DFW,DCA,4/23/24,12,1,100,100,100,0,0,0,2.4,13,0,5,0.4,0,0
DFW,DCA,4/23/24,15,1,100,100,100,0,0,9,0,10,8,9,1.4,0,6
DFW,DCA,4/23/24,16,1,100,100,100,0,0,0,1.4,12,0,0,0.4,0,0
DFW,DCA,4/23/24,19,1,100,100,100,0,0,0,0.4,11,0,0,14.4,0,0
DFW,DCA,4/24/24,5,1,100,100,100,0,0,0,0.4,11,0,15,0,0,0
DFW,DCA,4/24/24,7,1,100,100,100,0,0,0,1.4,12,0,0,0,0,0
DFW,DCA,4/24/24,8,1,100,100,100,0,0,0,16.4,27,12,3,0,0,0
DFW,DCA,4/24/24,10,1,100,100,100,0,0,0,3.4,14,2,0,2.4,0,0
DFW,DCA,4/24/24,12,1,100,0,100,0,0,3,12.4,23,15,1,0.4,0,0
DFW,DCA,4/24/24,15,1,0,0,0,0,0,24,9.4,20,33,6,1.4,2,26
DFW,DCA,4/24/24,16,1,0,0,0,0,0,24,4.4,15,28,10,2.4,0,18
DFW,DCA,4/24/24,19,1,100,100,100,0,0,0,6.4,17,5,0,2.4,0,0
DFW,DCA,4/25/24,5,1,100,100,100,0,0,8,4.4,15,12,8,0,0,8
DFW,DCA,4/25/24,7,1,100,100,100,0,0,0,2.4,13,2,1,0.4,0,0
DFW,DCA,4/25/24,8,1,100,100,100,0,0,4,10.4,21,14,6,0.4,0,3
DFW,DCA,4/25/24,10,1,100,100,100,0,0,1,6.4,17,7,7,0,0,0
DFW,DCA,4/25/24,12,1,100,100,100,0,0,0,2.4,13,0,7,0.4,0,0
DFW,DCA,4/25/24,15,1,100,100,100,0,0,0,11.4,22,6,12,0.4,11,6
